cue_id,take_id,section,plan_start,plan_end,timing_method,take_anchor,voice_anchor,asset_id,asset_type,asset_path,source_master,asset_status,movement_rule,overlay_rule,sfx_key,edit_note
V135,EP07_TAKE_024,S8,09:46.17,09:50.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Langsame Überlieferung,Predigten und Bücher,SRC_EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome_title_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome_title_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,PRINT_TO_WIRE,Hard cut within act; 0.35 s dissolve only at act boundary
V136,EP07_TAKE_024,S8,09:50.33,09:54.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Langsame Überlieferung,anderes Nachtmahrbild,SRC_EP07_Abildgaard_Nightmare_1800_full_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Abildgaard_Nightmare_1800_full_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Abildgaard_Nightmare_1800.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,PRINT_TO_WIRE,Hard cut within act; 0.35 s dissolve only at act boundary
V137,EP07_TAKE_024,S8,09:54.50,09:58.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Langsame Überlieferung,Neufundland als nächste Station,ORIG_ORIG_NEWFOUNDLAND_MAP_PD_full_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_NEWFOUNDLAND_MAP_PD_full_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_NEWFOUNDLAND_MAP_PD.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,PRINT_TO_WIRE,Hard cut within act; 0.35 s dissolve only at act boundary
V138,EP07_TAKE_024,S8,09:58.67,10:02.83,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Langsame Überlieferung,Generationen der Überlieferung,IMG039_GENERATIONS_OF_NIGHT_STORIES,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG039_GENERATIONS_OF_NIGHT_STORIES.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,PRINT_TO_WIRE,Hard cut within act; 0.35 s dissolve only at act boundary
V139,EP07_TAKE_024,S8,10:02.83,10:07.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Langsame Überlieferung,Tempo kippt,IMG040_PRINT_TO_RADIO_NETWORK,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG040_PRINT_TO_RADIO_NETWORK.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,PRINT_TO_WIRE,Hard cut within act; 0.35 s dissolve only at act boundary
V140,EP07_TAKE_025,S8,10:07.00,10:11.17,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Radio und frühes Internet,frühe Mediengeschwindigkeit,IMG020_MEDIA_SPEED_HANDOFF,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG020_MEDIA_SPEED_HANDOFF.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,RADIO_HANDOFF,Hard cut within act; 0.35 s dissolve only at act boundary
V141,EP07_TAKE_025,S8,10:11.17,10:15.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Radio und frühes Internet,Füssli neben frühem Bildschirm,IMG059_FUSELI_TO_SCREEN_STATIC,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG059_FUSELI_TO_SCREEN_STATIC.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,RADIO_HANDOFF,Hard cut within act; 0.35 s dissolve only at act boundary
V142,EP07_TAKE_025,S8,10:15.33,10:19.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Radio und frühes Internet,Art-Bell-Sendung als Originalanker,ORIG_ORIG_ART_BELL_2001_BROADCAST_SOURCE_source_frame,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_ART_BELL_2001_BROADCAST_SOURCE_source_frame.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_ART_BELL_2001_BROADCAST_SOURCE.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,RADIO_HANDOFF,Hard cut within act; 0.35 s dissolve only at act boundary
V143,EP07_TAKE_025,S8,10:19.50,10:23.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Radio und frühes Internet,Radio ohne Moderatorenimitat,IMG041_2001_RADIO_STUDIO_HANDOFF,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG041_2001_RADIO_STUDIO_HANDOFF.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,RADIO_HANDOFF,Hard cut within act; 0.35 s dissolve only at act boundary
V144,EP07_TAKE_025,S8,10:23.67,10:27.83,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Radio und frühes Internet,frühes Internet,IMG042_EARLY_WEB_SHADOW_NETWORK,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG042_EARLY_WEB_SHADOW_NETWORK.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,RADIO_HANDOFF,Hard cut within act; 0.35 s dissolve only at act boundary
V145,EP07_TAKE_025,S8,10:27.83,10:32.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Radio und frühes Internet,Netzwerk beschleunigt,IMG058_RADIO_NETWORK_TRANSFORMATION_END_FRAME,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG058_RADIO_NETWORK_TRANSFORMATION_END_FRAME.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,RADIO_HANDOFF,Hard cut within act; 0.35 s dissolve only at act boundary
V146,EP07_TAKE_026,END,10:32.00,10:52.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Endcard,Erlebnis oder Erzählung,CARD007_ENDCARD,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD007_ENDCARD.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,END_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
