asset_id,relative_path,bytes,sha256,status,provider_or_source,rights_status,visible_mode_badge,series_usage
GW-EN-0429,04_VOICE/SOURCE/GW_EN_TAKE_06.txt,1189,b1514913bb6cd6fd88f0e6d3f80e7a17106155e6893de15c28ee1f7d8b45183d,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0430,04_VOICE/SOURCE/GW_EN_TAKE_07.txt,855,2d054caf8e1cb150ae021b933f227a0c026654eb944cba0e8c1757e05f8735a1,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0431,04_VOICE/voice_batch_master.json,2069,9e181aa74a2f4d2331e1ca9a14653f1a74ce6aa68571ee3e294133194a26e98d,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0432,05_DELIVERY/GW_EN_EDIT_SHOT_LIST.csv,22341,c34b73fd114ce0843f5f63c27718072f5276465973fe1772e2b930eb8960b413,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0433,05_DELIVERY/GW_EN_PICTURE_LOCK_HASH_REGISTRY.csv,24108,22b4be3ce85817cdbdb1fbac4525d5c2b161468456ce7ad84f944bef148329af,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0434,05_DELIVERY/GW_EN_PRODUCTION_QA_REPORT.md,6071,d2b7272d0e5268943f5974a98c7c1f6ee64c602ee6771a8b8735f25e5fc37914,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0435,05_DELIVERY/GW_EN_TIMELINE_READINESS.md,1548,829e2b53bb9e22351b23b7aecd5661749199b01bf5b80c11879964f27b0ac108,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0436,05_DELIVERY/GW_EN_VOICE_ALIGNED_CUE_SHEET.csv,30402,4fa62df6d3cf1c070a03a3c04dbf00d49ae2924f770a6ed8e638df0765bed4e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0437,05_TIMELINE/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0438,06_RENDER/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0439,06_RENDER/EP02_GATEWAY_EN_FINAL_MASTER_1080P.mp4,173227366,b4514b0bfe2b2ccb72f8d36018089fe16b1fd5488653b84f837f40ad6e3cfef8,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0440,07_THUMBNAIL/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0441,07_THUMBNAIL/GW_EN_THUMBNAIL_FINAL_1280x720.jpg,207849,baa7f9b3aeb785183a39ebdced7b87516c4e80dcd6603b38d86ab033443a69cb,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0442,07_THUMBNAIL/GW_EN_THUMBNAIL_FINAL_1280x720.png,901864,979e6edba2fc70f8d51f64b2cfb012940e5de1857a64e72e749b46b6bf32c372,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0443,07_THUMBNAIL/GW_EN_THUMBNAIL_SOURCE_NATIVE.png,1603781,5b19ad8d20a9aea926c38536a5724facd6d5639cb2c0bf9a9de022668f11b17f,accepted,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0444,08_SUBTITLES/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0445,08_SUBTITLES/GW_EN_MASTER.srt,13622,f3e9dfd91678f6b08f107eb4ca05a3900292d5ceb10a63ec0f0cf20cc1c98851,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0446,08_SUBTITLES/GW_EN_MASTER.vtt,12980,371c94f4a45661b963327ded4de065b8fe41c40a48b673c114601a26ec361bac,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0447,09_UPLOAD/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0448,09_UPLOAD/EP02_GATEWAY_EN.srt,13622,f3e9dfd91678f6b08f107eb4ca05a3900292d5ceb10a63ec0f0cf20cc1c98851,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0449,09_UPLOAD/EP02_GATEWAY_EN.vtt,12980,371c94f4a45661b963327ded4de065b8fe41c40a48b673c114601a26ec361bac,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0450,09_UPLOAD/GW_EN_UPLOAD_METADATA.md,3017,6b180a7a2d1b217690bd55fd8806f8473600b00c0c19a99e5636ca6883ca3328,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0451,09_UPLOAD/GW_EN_VIDEO_CREDITS.md,825,e25a9c41ac4a37a19b6ab7e06976afae9ca4c8b8b15328f2ee4614cb8a302a96,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0452,episode.json,1165,71a710b6bff4a6a8cc3f8e810fb0b045f3930fd2ff21fb101fb992155ab7cc3d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0453,README.md,894,603e6bc388dbc47a123d53980643995d3c80cc29f11fac7c422ce28ac5a262ad,accepted,project,project-owned,NO,EP02_ONLY
